low,up,y_test
2.0,5.0,5.0
2.772960901260376,5.0,5.0
3.2723326683044434,5.0,5.0
2.0,5.0,4.0
3.134329319000244,5.0,5.0
2.0,5.0,4.0
2.0,5.0,3.0
3.3089184761047363,5.0,5.0
2.0,5.0,5.0
2.3498315811157227,5.0,4.0
2.859180212020874,5.0,4.0
2.0,5.0,3.0
2.750440835952759,5.0,4.0
2.0,5.0,3.0
2.0,5.0,5.0
2.810856819152832,5.0,5.0
3.363701343536377,5.0,3.0
2.9669511318206787,5.0,3.0
2.0,5.0,4.0
2.8254411220550537,5.0,4.0
2.0,5.0,5.0
2.736848831176758,5.0,5.0
3.234166383743286,5.0,4.0
2.0,5.0,2.0
2.703441619873047,5.0,5.0
2.0,5.0,5.0
2.0,5.0,3.0
2.0,5.0,5.0
2.0,5.0,1.0
2.7385380268096924,5.0,4.0
2.0,5.0,4.0
2.751361608505249,5.0,5.0
2.0,5.0,5.0
2.0,5.0,3.0
2.0,5.0,4.0
2.458743095397949,5.0,5.0
2.736659526824951,5.0,5.0
2.3963167667388916,5.0,4.0
3.1427135467529297,5.0,4.0
3.049581289291382,5.0,5.0
2.0,5.0,3.0
2.0,5.0,4.0
2.7492644786834717,5.0,5.0
2.4318909645080566,4.539421558380127,3.0
2.240640163421631,5.0,3.0
2.0,5.0,2.0
2.741100311279297,5.0,5.0
2.0,5.0,4.0
2.74630069732666,5.0,5.0
2.0,5.0,5.0
2.0,5.0,3.0
2.0,5.0,4.0
2.7129018306732178,5.0,5.0
2.1297359466552734,4.545332431793213,4.0
2.0,5.0,5.0
2.0,5.0,5.0
3.0711073875427246,5.0,5.0
2.867424964904785,5.0,5.0
2.772250175476074,5.0,5.0
3.051018476486206,5.0,5.0
3.368497371673584,5.0,5.0
2.0,5.0,3.0
2.737593412399292,5.0,5.0
2.709508180618286,5.0,5.0
3.0506720542907715,5.0,5.0
3.0434165000915527,5.0,4.0
2.7259743213653564,5.0,5.0
3.127546787261963,5.0,3.0
2.0,5.0,5.0
2.925143241882324,5.0,5.0
2.6561551094055176,5.0,5.0
2.769660711288452,5.0,4.0
2.8011693954467773,5.0,5.0
2.0,5.0,4.0
2.402454376220703,5.0,4.0
2.7522244453430176,5.0,5.0
