low,up,y_test
2.3159728050231934,5.0,5.0
1.2470242977142334,5.0,3.0
1.0,4.37927508354187,5.0
2.5728297233581543,5.0,3.0
3.34486722946167,5.0,5.0
1.0,4.521618604660034,4.0
3.725233554840088,5.0,5.0
2.198603630065918,5.0,5.0
1.9454741477966309,5.0,5.0
3.156252861022949,5.0,5.0
3.2363815307617188,5.0,5.0
2.8244800567626953,5.0,5.0
1.0,5.0,4.0
1.0956988334655762,4.6704583168029785,5.0
1.0,5.0,2.0
2.6709513664245605,5.0,4.0
1.0,3.534186005592346,1.0
1.5311040878295898,5.0,4.0
1.0,4.666677951812744,3.0
3.2206153869628906,5.0,4.0
2.8937034606933594,5.0,4.0
3.1985373497009277,5.0,5.0
1.0,4.280148983001709,1.0
2.269716262817383,5.0,4.0
2.325206995010376,5.0,3.0
1.0,5.0,1.0
3.078982353210449,5.0,5.0
1.0,4.202488422393799,5.0
1.0236561298370361,4.78914475440979,1.0
2.6562514305114746,5.0,5.0
1.0,4.31562614440918,3.0
1.0,4.199732780456543,4.0
2.209836483001709,5.0,2.0
1.7841131687164307,5.0,1.0
2.2346653938293457,5.0,4.0
1.0,5.0,5.0
2.5667457580566406,5.0,5.0
3.0537452697753906,5.0,5.0
3.2009315490722656,5.0,4.0
2.812934398651123,5.0,4.0
3.4348201751708984,5.0,5.0
2.844766139984131,5.0,2.0
1.6671292781829834,5.0,5.0
3.52351713180542,5.0,5.0
2.638017177581787,5.0,4.0
1.0,5.0,1.0
3.12045955657959,5.0,4.0
2.3183908462524414,5.0,3.0
2.7884902954101562,5.0,5.0
2.6479926109313965,5.0,5.0
3.1446871757507324,5.0,2.0
1.0,4.710599899291992,4.0
1.478196382522583,5.0,4.0
2.9779868125915527,5.0,4.0
1.0,4.502245187759399,1.0
2.9326295852661133,5.0,5.0
1.0,5.0,1.0
1.0,4.4739251136779785,5.0
1.4468235969543457,5.0,3.0
1.0,4.4689154624938965,3.0
1.0,4.760237216949463,5.0
2.760321617126465,5.0,5.0
2.740738868713379,5.0,4.0
3.5509471893310547,5.0,4.0
1.0,4.607345342636108,3.0
3.2524991035461426,5.0,5.0
2.3305983543395996,5.0,3.0
3.097163677215576,5.0,4.0
1.4039745330810547,5.0,3.0
1.1580395698547363,4.92352819442749,1.0
1.2053894996643066,4.9708781242370605,4.0
2.680126190185547,5.0,3.0
2.5526208877563477,5.0,5.0
3.1012425422668457,5.0,5.0
1.3676159381866455,5.0,3.0
2.524956703186035,5.0,5.0
3.0222864151000977,5.0,4.0
2.7141051292419434,5.0,5.0
2.8140640258789062,5.0,4.0
2.8699145317077637,5.0,5.0
2.107560873031616,5.0,5.0
2.689157009124756,5.0,5.0
1.0,4.746189117431641,3.0
1.0,5.0,1.0
1.0,5.0,3.0
3.3050994873046875,5.0,5.0
3.5378408432006836,5.0,4.0
2.0839502811431885,5.0,1.0
3.0917739868164062,5.0,5.0
1.0,4.436580181121826,4.0
2.0910868644714355,5.0,4.0
3.17336368560791,5.0,3.0
2.545400619506836,5.0,5.0
2.5237765312194824,5.0,3.0
1.0,4.39910089969635,1.0
1.7565765380859375,5.0,4.0
1.0,4.78430962562561,1.0
2.356966495513916,5.0,3.0
2.3000447750091553,5.0,3.0
1.0,4.123861074447632,3.0
3.082270622253418,5.0,5.0
1.0,4.31103515625,3.0
1.9490556716918945,5.0,2.0
2.711778163909912,5.0,5.0
1.0,5.0,2.0
