low,up,y_test
1.0845692157745361,5.0,3.0
2.1024386882781982,5.0,3.0
3.7298336029052734,5.0,4.0
4.15872859954834,5.0,5.0
1.8612957000732422,5.0,1.0
2.514616012573242,4.974515914916992,5.0
1.0,5.0,3.0
3.5600521564483643,5.0,5.0
3.6074533462524414,5.0,5.0
4.050154685974121,5.0,5.0
4.521237373352051,5.0,5.0
3.2982358932495117,5.0,5.0
4.3114118576049805,5.0,5.0
4.347574234008789,5.0,5.0
3.7346582412719727,5.0,5.0
1.4718279838562012,5.0,5.0
3.020503282546997,5.0,3.0
2.1283366680145264,5.0,5.0
3.9781980514526367,5.0,5.0
1.0,5.0,3.0
3.9983606338500977,5.0,5.0
2.6781296730041504,5.0,3.0
4.267004013061523,5.0,4.0
3.0480120182037354,5.0,4.0
1.0,5.0,5.0
2.037853240966797,5.0,2.0
4.264406204223633,5.0,5.0
1.0,5.0,2.0
1.7863059043884277,5.0,2.0
2.480465888977051,5.0,3.0
3.398159980773926,5.0,5.0
3.834256172180176,5.0,4.0
1.0,5.0,4.0
2.511697292327881,5.0,3.0
3.9944591522216797,5.0,5.0
3.0478477478027344,5.0,3.0
2.5111007690429688,4.98451566696167,4.0
3.039116144180298,5.0,5.0
4.203434944152832,5.0,5.0
2.8657190799713135,5.0,4.0
3.7857398986816406,5.0,5.0
1.0,5.0,5.0
1.0,5.0,4.0
2.7625315189361572,5.0,3.0
1.7735180854797363,5.0,4.0
4.358288764953613,5.0,5.0
1.0,5.0,3.0
2.473625659942627,5.0,4.0
3.2840092182159424,5.0,5.0
3.805999755859375,5.0,5.0
1.8144233226776123,5.0,3.0
3.74807071685791,5.0,4.0
2.9543285369873047,5.0,4.0
3.380981683731079,5.0,4.0
2.0814085006713867,5.0,4.0
3.6416234970092773,5.0,5.0
1.2970378398895264,5.0,3.0
4.026102066040039,5.0,5.0
3.1304025650024414,4.850852012634277,4.0
3.034954309463501,5.0,5.0
1.5710961818695068,5.0,2.0
3.6202144622802734,5.0,4.0
3.632876396179199,5.0,5.0
2.5101304054260254,5.0,3.0
1.0,5.0,3.0
3.7312660217285156,5.0,5.0
1.9087193012237549,5.0,5.0
3.976302146911621,5.0,5.0
4.163546562194824,5.0,5.0
1.917360544204712,5.0,5.0
2.2523856163024902,5.0,4.0
2.5197997093200684,5.0,4.0
4.019672393798828,5.0,5.0
2.9653749465942383,5.0,3.0
4.183038711547852,5.0,4.0
4.014947891235352,5.0,5.0
