low,up,y_test
4.354669570922852,5.0,5.0
1.0166003704071045,5.0,4.6666665
1.0,4.6323994398117065,1.6666666
1.9608190059661865,5.0,3.6666667
4.502048969268799,5.0,5.0
4.853268623352051,5.0,5.0
2.1040594577789307,5.0,3.6666667
4.089199066162109,5.0,4.6666665
4.670337200164795,5.0,5.0
4.240328788757324,5.0,3.0
4.117648601531982,5.0,5.0
4.399021625518799,5.0,5.0
3.957592248916626,5.0,5.0
2.9123029708862305,5.0,4.0
4.520670413970947,5.0,5.0
4.192220211029053,5.0,5.0
3.3689513206481934,5.0,1.6666666
4.044314384460449,5.0,5.0
4.04716157913208,5.0,5.0
4.420653820037842,5.0,5.0
4.516308784484863,5.0,5.0
4.359152317047119,5.0,5.0
4.540922164916992,5.0,5.0
4.156748294830322,5.0,5.0
4.211456298828125,5.0,5.0
4.253272533416748,5.0,5.0
4.698147296905518,5.0,5.0
3.811635971069336,5.0,5.0
4.598718643188477,5.0,5.0
4.5770721435546875,5.0,5.0
4.502687931060791,5.0,4.6666665
2.369591236114502,5.0,5.0
4.598998546600342,5.0,5.0
2.001234769821167,5.0,5.0
3.476681709289551,5.0,5.0
2.5747087001800537,5.0,3.3333333
2.450274705886841,5.0,2.3333333
4.399542331695557,5.0,5.0
3.9453635215759277,5.0,5.0
4.409445285797119,5.0,5.0
3.052549362182617,5.0,5.0
4.294126987457275,5.0,5.0
3.188983917236328,5.0,5.0
3.9932775497436523,5.0,5.0
4.350130081176758,5.0,5.0
3.967319965362549,5.0,5.0
4.462106227874756,5.0,5.0
4.594233989715576,5.0,5.0
4.394276142120361,5.0,5.0
4.723996639251709,5.0,5.0
4.502048969268799,5.0,5.0
4.315116882324219,5.0,4.6666665
4.542124271392822,5.0,4.3333335
4.533726215362549,5.0,5.0
4.247427940368652,5.0,5.0
3.968413829803467,5.0,2.6666667
4.600002765655518,5.0,5.0
3.5659706592559814,5.0,5.0
4.128870487213135,5.0,5.0
3.821197509765625,5.0,5.0
4.806862831115723,5.0,5.0
4.45988130569458,5.0,5.0
3.6328015327453613,5.0,4.3333335
3.1211252212524414,5.0,5.0
4.621042728424072,5.0,4.6666665
3.6420958042144775,5.0,5.0
4.795037746429443,5.0,4.3333335
4.481285095214844,5.0,5.0
4.761438369750977,5.0,5.0
3.9366674423217773,5.0,4.3333335
1.9495275020599365,5.0,5.0
3.274651050567627,5.0,4.6666665
4.8988261222839355,5.0,5.0
4.5465087890625,5.0,5.0
4.171054363250732,5.0,4.6666665
3.8423986434936523,5.0,4.6666665
4.577625274658203,5.0,5.0
4.500102519989014,5.0,5.0
4.534121036529541,5.0,5.0
3.3506758213043213,5.0,5.0
4.394276142120361,5.0,5.0
4.551598072052002,5.0,5.0
3.964430809020996,5.0,5.0
4.649302005767822,5.0,5.0
4.554420471191406,5.0,5.0
4.588309288024902,5.0,5.0
4.242401599884033,5.0,5.0
4.373690128326416,5.0,5.0
4.544127941131592,5.0,5.0
4.264592170715332,5.0,5.0
3.942884922027588,5.0,5.0
4.46397066116333,5.0,5.0
4.380056381225586,5.0,5.0
4.295845031738281,5.0,5.0
4.720004081726074,5.0,5.0
4.948185443878174,5.0,4.3333335
4.576703071594238,5.0,5.0
4.6521453857421875,5.0,5.0
2.4995481967926025,5.0,4.0
4.244436264038086,5.0,5.0
3.370495080947876,5.0,4.6666665
3.382580518722534,5.0,5.0
4.04641056060791,5.0,5.0
2.281294107437134,5.0,5.0
4.440005302429199,5.0,5.0
1.988640308380127,5.0,2.0
4.015211343765259,5.0,5.0
1.0,4.683120131492615,1.0
4.5326337814331055,5.0,5.0
4.494380950927734,5.0,5.0
3.5837759971618652,5.0,3.3333333
4.551833152770996,5.0,5.0
4.589927673339844,5.0,5.0
3.8716235160827637,5.0,4.0
4.197673797607422,5.0,5.0
4.39500093460083,5.0,4.6666665
4.188989639282227,5.0,5.0
3.8716604709625244,5.0,5.0
1.8013465404510498,5.0,4.3333335
4.35630464553833,5.0,5.0
4.692328453063965,5.0,5.0
4.281128883361816,5.0,4.3333335
4.045617580413818,5.0,4.3333335
3.3925044536590576,5.0,4.3333335
4.443090438842773,5.0,5.0
4.622049331665039,5.0,5.0
3.346712589263916,5.0,5.0
4.441218852996826,5.0,5.0
4.137497425079346,5.0,5.0
4.3232879638671875,5.0,5.0
4.488386154174805,5.0,5.0
4.073545932769775,5.0,5.0
3.4207074642181396,5.0,5.0
4.762838363647461,5.0,5.0
4.482264995574951,5.0,5.0
4.6847429275512695,5.0,5.0
4.232195854187012,5.0,5.0
4.914363384246826,5.0,5.0
4.350184440612793,5.0,4.6666665
4.502048969268799,5.0,5.0
4.7099785804748535,5.0,5.0
4.426066875457764,5.0,1.3333334
4.310640811920166,5.0,5.0
4.443166255950928,5.0,5.0
4.3983025550842285,5.0,5.0
2.981545925140381,5.0,5.0
2.196617841720581,5.0,3.3333333
4.399198055267334,5.0,5.0
4.557214260101318,5.0,5.0
4.652122974395752,5.0,3.0
4.631269931793213,5.0,5.0
4.384068012237549,5.0,5.0
